artist_name,canonical_key,primary_bucket,secondary_buckets,era_focus,scene_depth,seed_priority,seed_score,confidence,confidence_score,inclusion_rationale,source_basis,source_url,review_flag
Coeus,coeus,melodic house / melodic techno / progressive,Afro House; Afterlife; Anjunadeep; Deep Tech; Diynamic; Emerging / Niche House Radar; Indie Dance; Innervisions; Melodic House; Tech House; This Never Happened; UK House; progressive house,2010s-2020s,C_current_global_house,2,80,High,3,Added to improve niche and modern-scene coverage beyond obvious headline artists.,beatport_genres,https://greenroomsupport.beatport.com/hc/en-us/articles/41043520429076-Beatport-Genres-Including-NEW-Open-Format-Genres,metadata_enrichment_needed
Coflo,coflo,commercial / festival / house-adjacent,,mixed,F_house_adjacent_expansion,5,25,Medium,2,broad global electronic/house base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Coldcut,coldcut,Legacy / Crossover House Reference,House; Euro House; Vocal House; Electro House; Progressive crossover,1980s-2010s,Legacy / broad reference,5,25,Medium,2,Added for broad reference and legacy/crossover coverage; lower seed priority for niche-house recommendation.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Colette,colette,Classic / Deep / Soulful House,Chicago House; NYC House; Detroit House; Garage House; Soulful House; Vocal House,1980s-2010s,Legacy / foundation / core,1,100,High,3,"Included as foundational house, deep house, soulful house, garage and vocal-house canon.",Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Colonel Abrams,colonel abrams,Classic / Deep / Soulful House,Chicago House; Detroit House; Garage House; NYC House; Soulful House; Vocal House; classic / canonical / global house,1980s-2010s,Legacy / foundation / core,1,100,High,3,"Included as foundational house, deep house, soulful house, garage and vocal-house canon.",Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Colyn,colyn,Melodic / Progressive House,Afro House; Afterlife; Anjunadeep; Deep Tech; Diynamic; Emerging / Niche House Radar; Indie Dance; Innervisions; Melodic House; Melodic House & Techno; Organic House; Progressive House; Tech House; This Never Happened; UK House; melodic house / melodic techno / progressive; progressive house,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Computer Data,computer data,deep / progressive / underground expansion,lo-fi house; outsider house; ambient house; broken house; leftfield club,mixed,E_long_tail_niche_seed,4,40,Medium,2,long-tail house-adjacent base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
Conducta,conducta,UK Garage / Bassline / UK House,2-step; Bassline; Future Garage; Garage House; Speed Garage; UK Funky; UK House; UK funky; UK house / garage / club / bassline; UKG; bass house; club music; speed garage,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,Included for UK garage/bassline/funky/house adjacency that heavily informs modern house taste.,MusicBrainz Genre List,https://musicbrainz.org/genres,metadata_enrichment_needed
Connan,connan,Tech House / Minimal / Deep Tech,Tech House; Minimal; Deep Tech; Microhouse; UK Tech House,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
Cooly G,cooly g,UK Garage / Bassline / UK House,2-step; Bassline; Future Garage; Garage House; Speed Garage; UK Funky; UK House; UK funky; UK house / garage / club / bassline; UKG; afro-house adjacency for recommendation bridges; bass house; club culture; club music; deep/garage/tech/afro/melodic mix; identity/scene priors; speed garage,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,Included for UK garage/bassline/funky/house adjacency that heavily informs modern house taste.,MusicBrainz Genre List,https://musicbrainz.org/genres,metadata_enrichment_needed
Corona,corona,Legacy / Crossover House Reference,House; Euro House; Vocal House; Electro House; Progressive crossover,1980s-2010s,Legacy / broad reference,5,25,Medium,2,Added for broad reference and legacy/crossover coverage; lower seed priority for niche-house recommendation.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Cosmic Gate,cosmic gate,Mainstream / Crossover House,Electro House; Future House; Progressive Crossover; Dance Pop; Tropical House,2000s-2020s,Mainstream crossover / broad recall,4,40,Medium,2,Included for broad recall and commercial/streaming-oriented house adjacency; lower priority for niche house taste models.,Wikipedia Progressive House Artists,https://en.wikipedia.org/wiki/List_of_progressive_house_artists,
Cosmjn,cosmjn,Tech House / Minimal / Deep Tech,Tech House; Minimal; Deep Tech; Microhouse; UK Tech House,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
Cosmo Vitelli,cosmo vitelli,commercial / festival / house-adjacent,,mixed,F_house_adjacent_expansion,5,25,Medium,2,broad global electronic/house base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Coss,coss,Latin / Tribal / Brazilian House,Latin House; Tribal House; Brazilian House; Organic House; Afro Latin,1990s-2020s,Regional / scene coverage,3,60,Medium,2,"Included for Latin, tribal, Brazilian and Iberian house coverage that frequently overlaps Afro/organic house.",MusicBrainz Genre List,https://musicbrainz.org/genres,
Cour T.,cour t,Latin / Brazilian / Iberian house,brazilian bass; latin house; tribal latin; ibiza/iberia,2000s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Cousin,cousin,Lo-Fi / Leftfield / Underground House,Lo-Fi House; Leftfield House; Deep House; Minimal; Balearic; Underground,2000s-2020s,Tastemaker / underground coverage,3,60,Medium,2,"Included for less obvious underground house, leftfield and selector-driven discovery routes.",AcousticBrainz Genre Dataset,https://mtg.github.io/acousticbrainz-genre-dataset/,
Coyote,coyote,French touch / filter / nu-disco / disco house,filter house; french house; disco edits; nu-disco; balearic; progressive; ambient house; rave; Ibiza lineage,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Coyu,coyu,Latin / Brazilian / Iberian house,brazilian bass; latin house; tribal latin; ibiza/iberia,2000s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Crackazat,crackazat,Disco / Nu-Disco / Jackin / Balearic House,Balearic; Detroit; French Touch; Funky House; Indie Dance; Jackin House; New Jersey; Nu-Disco; artist projects and aliases useful for matching releases; broken beat-adjacent; deep / soulful / disco house; deep house; disco edits; filter house; french house; gospel; nu-disco; soulful,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,deep/soulful/classic house base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Craftsmanship,craftsmanship,Toolroom / Defected / Club House Radar,House; Tech House; Club House; Peak-time House,2010s-2020s,Label/radio/club scene coverage,3,60,Medium,2,Added for label-led club-house and tech-house coverage across current commercial-underground ecosystems.,Traxsource Top 500 2025,https://www.traxsource.com/list/160/top-artists-of-2025,
Craig David,craig david,UK Garage / Bassline / UK House,Garage House; Speed Garage; Bassline; UK Funky; Future Garage; UK House,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,Included for UK garage/bassline/funky/house adjacency that heavily informs modern house taste.,MusicBrainz Genre List,https://musicbrainz.org/genres,
Craig Richards,craig richards,Classic / Ibiza / European House & Tech,Cuttin Headz; Deep House; European House; Fuse; Hot Creations; House; Ibiza; PIV; Progressive; Solid Grooves; Tech House; Toolroom; tech house / minimal / deep tech / rominimal; tech-house long-tail,1990s-2010s,Legacy + Ibiza ecosystem,2,80,Medium,2,Included for Ibiza/European house and tech-house ecosystems that anchor many modern taste graphs.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
Craig Smith,craig smith,underground / disco / leftfield expansion,,mixed,E_long_tail_niche_seed,4,40,Medium,2,long-tail underground base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Cratebug,cratebug,deep / soulful / disco house,,mixed,D_underground_scene_important,3,60,High,3,deep/soulful/classic house base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Crayon,crayon,French touch / filter / nu-disco / disco house,filter house; french house; disco edits; nu-disco,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Craze,craze,commercial / festival / house-adjacent,,mixed,F_house_adjacent_expansion,5,25,Medium,2,broad global electronic/house base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Crazibiza,crazibiza,Latin / Brazilian / Iberian house,Afro Latin; Brazilian House; Latin / Tribal / Brazilian House; Latin House; Organic House; Tribal House; brazilian bass; ibiza/iberia; latin house; tribal latin,2000s-2020s,C_current_global_house,2,80,High,3,"Included for Latin, tribal, Brazilian and Iberian house coverage that frequently overlaps Afro/organic house.",musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Crazy Cousinz,crazy cousinz,UK Garage / Bassline / UK House,2-step; Bassline; Future Garage; Garage House; Speed Garage; UK Funky; UK House; UK funky; UK house / garage / club / bassline; UKG; bass house; club music; speed garage,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,Included for UK garage/bassline/funky/house adjacency that heavily informs modern house taste.,MusicBrainz Genre List,https://musicbrainz.org/genres,metadata_enrichment_needed
Crazy P,crazy p,Disco / Nu-Disco / Jackin / Balearic House,Balearic; Detroit; French Touch; Funky House; Ibiza lineage; Indie Dance; Jackin House; New Jersey; Nu-Disco; ambient house; artist projects and aliases useful for matching releases; balearic; broken beat-adjacent; deep / soulful / classic / gospel / Detroit house; deep house; disco edits; filter house; french house; gospel; nu-disco; progressive; rave; soulful,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
Crazy Penis,crazy penis,commercial / festival / house-adjacent,,mixed,F_house_adjacent_expansion,5,25,Medium,2,broad global electronic/house base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Crazy Sir-G,crazy sir g,Afro / Organic / Global House,Afro House; Deep House; Afro Latin; Compilation-radar,2020s,Niche / release-radar,4,40,Medium,2,Added from current Beatport/Traxsource release contexts to capture niche Afro/organic names similar to Moojo/Grigoré universe.,Beatport Moojo,https://www.beatport.com/artist/moojo/755245,
CRi,cri,melodic house / melodic techno / progressive,Afterlife; Anjunadeep; Diynamic; Innervisions; This Never Happened; progressive house,2010s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,beatport_genres,https://greenroomsupport.beatport.com/hc/en-us/articles/41043520429076-Beatport-Genres-Including-NEW-Open-Format-Genres,metadata_enrichment_needed
Cristi Cons,cristi cons,Tech House / Minimal / Deep Tech,Cuttin Headz; Deep Tech; Fuse; Hot Creations; Microhouse; Minimal; PIV; Solid Grooves; Tech House; Toolroom; UK Tech House; tech house / minimal / deep tech / rominimal; tech-house long-tail,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Cristoph,cristoph,melodic / progressive / organic house,Afro House; Afterlife; Anjunadeep; Club House; Deep Tech; Diynamic; Emerging / Niche House Radar; House; Indie Dance; Innervisions; Melodic House; Peak-time House; Tech House; This Never Happened; Toolroom / Defected / Club House Radar; UK House; progressive house,mixed,C_current_global_house,2,80,High,3,melodic/progressive base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
Cromby,cromby,Lo-Fi / Leftfield / Underground House,2-step; Balearic; Chicago / acid / jackin / ghetto house; Deep House; Leftfield House; Lo-Fi House; Minimal; UK funky; UKG; Underground; acid house; ambient house; bass house; broken house; club music; ghetto house; jackin house; juke/footwork roots; leftfield club; lo-fi house; outsider house; speed garage,2000s-2020s,Tastemaker / underground coverage,3,60,Medium,2,"Included for less obvious underground house, leftfield and selector-driven discovery routes.",AcousticBrainz Genre Dataset,https://mtg.github.io/acousticbrainz-genre-dataset/,metadata_enrichment_needed
Crooked Man,crooked man,commercial / festival / house-adjacent,,mixed,F_house_adjacent_expansion,5,25,Medium,2,broad global electronic/house base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Crookers,crookers,Legacy / Crossover House Reference,House; Euro House; Vocal House; Electro House; Progressive crossover,1980s-2010s,Legacy / broad reference,5,25,Medium,2,Added for broad reference and legacy/crossover coverage; lower seed priority for niche-house recommendation.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Crosstown Rebels,crosstown rebels,Classic / Ibiza / European House & Tech,House; Progressive; Tech House; Deep House; Ibiza; European House,1990s-2010s,Legacy + Ibiza ecosystem,2,80,Medium,2,Included for Ibiza/European house and tech-house ecosystems that anchor many modern taste graphs.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Crusy,crusy,Current chart leaders,House; Tech House; Afro House; Deep House; Melodic House & Techno; Progressive House,2020s,Current chart leader / high-signal,1,100,High,3,Pulled from current Beatport/Traxsource chart ecosystems and related release contexts.,Beatportal 2025 House,https://www.beatportal.com/articles/1210869-house-the-top-selling-tracks-artists-and-labels-of-2025,
Crydamoure,crydamoure,Disco / Nu-Disco / Jackin / Balearic House,French Touch; Funky House; Nu-Disco; Jackin House; Balearic; Indie Dance,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Crystal Waters,crystal waters,Classic / Deep / Soulful House,Chicago House; Detroit; Detroit House; Garage House; NYC House; New Jersey; Soulful House; Vocal House; acid house; broken beat-adjacent; classic / canonical / global house; deep house; ghetto house; gospel; jackin house; juke/footwork roots; soulful,1980s-2010s,Legacy / foundation / core,1,100,High,3,canonical base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Cuartero,cuartero,Tech House / Minimal / Deep Tech,Cuttin Headz; Deep Tech; Fuse; Hot Creations; Microhouse; Minimal; PIV; Solid Grooves; Tech House; Toolroom; UK Tech House; brazilian bass; ibiza/iberia; latin house; tech house / minimal / club house; tech-house long-tail; tribal latin,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,tech-house and modern club base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
Cubicolor,cubicolor,Melodic / Progressive House,Melodic House & Techno; Progressive House; Organic House; Indie Dance,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Culoe De Song,culoe de song,classic / canonical / global house,3-step; Afro / Organic / Global House; Afro House; Afro Tech; Amapiano; Amapiano-adjacent; Deep House; Gqom-adjacent; Organic House; South African House / Afro Tech / Amapiano-adjacent; Tribal House; afro house; afro melodic; amapiano-adjacent; arabic/mena; organic; tribal,mixed,A_core_essential,1,100,High,3,canonical base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
Curbi,curbi,Mainstream / Crossover House,Dance Pop; Electro House; Future House; Progressive Crossover; Tropical House; bass/future house; commercial / festival / house-adjacent; commercial discovery bridge; house-pop,2000s-2020s,Mainstream crossover / broad recall,4,40,Medium,2,broad global electronic/house base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Wikipedia Progressive House Artists,https://en.wikipedia.org/wiki/List_of_progressive_house_artists,
Curol,curol,Tech House / Minimal / Deep Tech,3-step; Afro House; Afro Latin; Brazilian House; Deep Tech; Emerging / Niche House Radar; Indie Dance; Latin / Tribal / Brazilian House; Latin House; Melodic House; Microhouse; Minimal; Organic House; Tech House; Tribal House; UK House; UK Tech House; afro / organic / global house; afro house; afro melodic; amapiano-adjacent; arabic/mena; brazilian bass; ibiza/iberia; latin house; organic; tribal; tribal latin,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,afro/organic base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
Curses,curses,Melodic / Progressive House,Indie Dance; Melodic House & Techno; Organic House; Progressive House; deep / progressive / underground expansion,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Curtis Jones,curtis jones,Classic / Deep / Soulful House,Chicago House; NYC House; Detroit House; Garage House; Soulful House; Vocal House,1980s-2010s,Legacy / foundation / core,1,100,High,3,"Included as foundational house, deep house, soulful house, garage and vocal-house canon.",Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Cut Copy,cut copy,French touch / filter / nu-disco / disco house,filter house; french house; disco edits; nu-disco; commercial discovery bridge; house-pop; bass/future house,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Cézaire,cezaire,French touch / filter / nu-disco / disco house,filter house; french house; disco edits; nu-disco,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
D Wynn,d wynn,deep / soulful / classic / gospel / Detroit house,deep house; Detroit; New Jersey; soulful; gospel; broken beat-adjacent,1980s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,traxsource_house,https://www.traxsource.com/,metadata_enrichment_needed
D'Julz,d julz,Classic / Ibiza / European House & Tech,Cuttin Headz; Deep House; European House; Fuse; Hot Creations; House; Ibiza; PIV; Progressive; Solid Grooves; Tech House; Toolroom; tech house / minimal / deep tech / rominimal; tech-house long-tail,1990s-2010s,Legacy + Ibiza ecosystem,2,80,Medium,2,Included for Ibiza/European house and tech-house ecosystems that anchor many modern taste graphs.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
D'Malicious,d malicious,deep / soulful / disco house,,mixed,D_underground_scene_important,3,60,High,3,deep/soulful/classic house base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
D-Formation,d formation,Latin / Brazilian / Iberian house,Afro Latin; Brazilian House; Latin / Tribal / Brazilian House; Latin House; Organic House; Tribal House; brazilian bass; ibiza/iberia; latin house; tribal latin,2000s-2020s,C_current_global_house,2,80,High,3,"Included for Latin, tribal, Brazilian and Iberian house coverage that frequently overlaps Afro/organic house.",musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
D-Malice,d malice,Afro / Organic / Global House,Afro House; Organic House; Afro Tech; Deep House; Amapiano-adjacent; Tribal House,2010s-2020s,Core + niche scene coverage,2,80,Medium,2,Included to widen Afro/organic/global house coverage beyond mainstream festival names.,Beatportal 2025 Afro House,https://www.beatportal.com/articles/1208401-genre-the-top-selling-tracks-artists-and-labels-of-2025,
D-Nox,d nox,Melodic / Progressive House,Afro Latin; Afterlife; Anjunadeep; Brazilian House; Diynamic; Indie Dance; Innervisions; Latin / Tribal / Brazilian House; Latin House; Melodic House & Techno; Organic House; Progressive House; This Never Happened; Tribal House; melodic / progressive / organic house; progressive house,2000s-2020s,Core + scene coverage,2,80,Medium,2,melodic/progressive base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
D-Nox & Beckers,d nox and beckers,melodic / progressive / organic house,Afterlife; Anjunadeep; Diynamic; Innervisions; This Never Happened; progressive house,mixed,C_current_global_house,2,80,High,3,melodic/progressive base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
D. Tiffany,d tiffany,Lo-Fi / Leftfield / Underground House,Balearic; Deep House; Leftfield House; Lo-Fi House; Minimal; Underground; ambient house; broken house; club culture; deep/garage/tech/afro/melodic mix; identity/scene priors; leftfield / lo-fi / outsider / experimental house; leftfield club; lo-fi house; outsider house,2000s-2020s,Tastemaker / underground coverage,3,60,Medium,2,"Included for less obvious underground house, leftfield and selector-driven discovery routes.",AcousticBrainz Genre Dataset,https://mtg.github.io/acousticbrainz-genre-dataset/,metadata_enrichment_needed
D.O.D,d o d,UK Garage / Bassline / UK House,Garage House; Speed Garage; Bassline; UK Funky; Future Garage; UK House,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,Included for UK garage/bassline/funky/house adjacency that heavily informs modern house taste.,MusicBrainz Genre List,https://musicbrainz.org/genres,
D:Fuse,d fuse,Classic / Ibiza / European House & Tech,House; Progressive; Tech House; Deep House; Ibiza; European House,1990s-2010s,Legacy + Ibiza ecosystem,2,80,Medium,2,Included for Ibiza/European house and tech-house ecosystems that anchor many modern taste graphs.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
D:Ream,d ream,classic rave / progressive / balearic house-adjacent,balearic; progressive; ambient house; rave; Ibiza lineage,1980s-2000s,E_long_tail_niche_seed,4,40,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,ra_underground,https://www.youredm.com/2016/12/06/resident-advisor-releases-2016-poll-top-djs/,metadata_enrichment_needed
Da Africa Deep,da africa deep,Afro / Organic / Global House,3-step; Afro House; Afro Tech; Amapiano; Amapiano-adjacent; Deep House; Gqom-adjacent; Organic House; South African House / Afro Tech / Amapiano-adjacent; Tribal House; afro / organic / global house; afro house; afro melodic; amapiano-adjacent; arabic/mena; organic; tribal,2010s-2020s,Core + niche scene coverage,2,80,Medium,2,afro/organic base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Afro House,https://www.beatportal.com/articles/1208401-genre-the-top-selling-tracks-artists-and-labels-of-2025,
Da Capo,da capo,classic / canonical / global house,3-step; Afro / Organic / Global House; Afro House; Afro Tech; Amapiano; Amapiano-adjacent; Deep House; Gqom-adjacent; Organic House; South African House / Afro Tech / Amapiano-adjacent; Tribal House; afro house; afro melodic; afro-house adjacency for recommendation bridges; amapiano-adjacent; arabic/mena; organic; tribal,mixed,A_core_essential,1,100,High,3,canonical base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
Da Hool,da hool,Current chart leaders,House; Tech House; Afro House; Deep House; Melodic House & Techno; Progressive House,2020s,Current chart leader / high-signal,1,100,High,3,Pulled from current Beatport/Traxsource chart ecosystems and related release contexts.,Beatportal 2025 House,https://www.beatportal.com/articles/1210869-house-the-top-selling-tracks-artists-and-labels-of-2025,
Da Mike,da mike,Afro / Organic / Global House,3-step; Afro House; Afro Tech; Amapiano-adjacent; Deep House; Organic House; Tribal House; afro / organic / global house; afro house; afro melodic; amapiano-adjacent; arabic/mena; organic; tribal,2010s-2020s,Core + niche scene coverage,2,80,Medium,2,afro/organic base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Afro House,https://www.beatportal.com/articles/1208401-genre-the-top-selling-tracks-artists-and-labels-of-2025,
Dabeull,dabeull,French touch / filter / nu-disco / disco house,filter house; french house; disco edits; nu-disco,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Dada Life,dada life,Mainstream / Crossover House,Dance Pop; Electro House; Future House; Progressive Crossover; Tropical House; commercial / festival / house-adjacent,2000s-2020s,Mainstream crossover / broad recall,4,40,Medium,2,Included for broad recall and commercial/streaming-oriented house adjacency; lower priority for niche house taste models.,Wikipedia Progressive House Artists,https://en.wikipedia.org/wiki/List_of_progressive_house_artists,
Daecolm,daecolm,Current chart leaders,House; Tech House; Afro House; Deep House; Melodic House & Techno; Progressive House,2020s,Current chart leader / high-signal,1,100,High,3,Pulled from current Beatport/Traxsource chart ecosystems and related release contexts.,Beatportal 2025 House,https://www.beatportal.com/articles/1210869-house-the-top-selling-tracks-artists-and-labels-of-2025,
Daffy,daffy,UK Garage / Bassline / UK House,Garage House; Speed Garage; Bassline; UK Funky; Future Garage; UK House,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,Included for UK garage/bassline/funky/house adjacency that heavily informs modern house taste.,MusicBrainz Genre List,https://musicbrainz.org/genres,
Dafro,dafro,afro / organic / global house,afro house; afro melodic; organic; arabic/mena; tribal; 3-step; amapiano-adjacent,mixed,C_current_global_house,2,80,High,3,afro/organic base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
Daft Punk,daft punk,Classic / Deep / Soulful House,Balearic; Chicago House; Classic / Ibiza / European House & Tech; Deep House; Detroit House; Disco / Nu-Disco / Jackin / Balearic House; European House; French Touch; Funky House; Garage House; House; Ibiza; Indie Dance; Jackin House; NYC House; Nu-Disco; Progressive; Soulful House; Tech House; Vocal House; classic / canonical / global house; disco edits; filter house; french house; nu-disco,1980s-2010s,Legacy / foundation / core,1,100,High,3,canonical base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Dajae,dajae,Classic / Deep / Soulful House,Chicago House; Detroit; Detroit House; Garage House; NYC House; New Jersey; Soulful House; Vocal House; acid house; broken beat-adjacent; deep / soulful / classic / gospel / Detroit house; deep house; ghetto house; gospel; jackin house; juke/footwork roots; soulful,1980s-2010s,Legacy / foundation / core,1,100,High,3,"Included as foundational house, deep house, soulful house, garage and vocal-house canon.",Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
